name;MonitoringRef
Les Petites Vignes;STIF:StopPoint:Q:27205:
Les Petits Bois;STIF:StopPoint:Q:3915:
Les Petits Bois-College Les Tilleuls;STIF:StopPoint:Q:13040:
Les Petits Chaillots;STIF:StopPoint:Q:41615:
Les Peupliers;STIF:StopPoint:Q:3924:
Les Pichots;STIF:StopPoint:Q:3714:
Les Pierges;STIF:StopPoint:Q:5177:
Les Pierreux;STIF:StopPoint:Q:17147:
Les Pierrieres;STIF:StopPoint:Q:21654:
Les Pins;STIF:StopPoint:Q:13333:
Les Pins Clos Courche;STIF:StopPoint:Q:34455:
Les Pinsons;STIF:StopPoint:Q:10074:
Les Plains Champs;STIF:StopPoint:Q:32295:
Les Plantes;STIF:StopPoint:Q:11892:
Les Plants - Prefecture RER;STIF:StopPoint:Q:8949:
Les Platanes;STIF:StopPoint:Q:29158:
Les Platreries;STIF:StopPoint:Q:4989:
Les Pleiades;STIF:StopPoint:Q:15250:
Les Pleux;STIF:StopPoint:Q:9391:
Les Pleux D222;STIF:StopPoint:Q:6847:
Les Poiriers;STIF:StopPoint:Q:413211:
Les Pommiers;STIF:StopPoint:Q:13041:
Les Portes de Brie;STIF:StopPoint:Q:14976:
Les Portes de Chevreuse;STIF:StopPoint:Q:462322:
Les Portes de Saint-Cyr;STIF:StopPoint:Q:480936:
Les Portiques;STIF:StopPoint:Q:4426:
Les Poteries;STIF:StopPoint:Q:34489:
Les Praillons;STIF:StopPoint:Q:33574:
Les Prairies;STIF:StopPoint:Q:34036:
Les Pres;STIF:StopPoint:Q:20900:
Les Pres Hauts;STIF:StopPoint:Q:33311:
Les Pres Longs;STIF:StopPoint:Q:10901:
Les Presles;STIF:StopPoint:Q:426493:
Les Prevoyants;STIF:StopPoint:Q:37658:
Les Primeveres;STIF:StopPoint:Q:5232:
Les Promenades;STIF:StopPoint:Q:462409:
Les Provinces;STIF:StopPoint:Q:15433:
Les Pyramides;STIF:StopPoint:Q:20556:
Les Quadrants;STIF:StopPoint:Q:21023:
Les Quatre Arbres;STIF:StopPoint:Q:4373:
Les Quatre Paves;STIF:StopPoint:Q:15647:
Les Quatre Vents;STIF:StopPoint:Q:419481:
Les Queurses;STIF:StopPoint:Q:6136:
Les Quinconces;STIF:StopPoint:Q:4746:
Les Quinconges;STIF:StopPoint:Q:8513:
Les Rabats;STIF:StopPoint:Q:23031:
Les Rabats - Armand Guillebaud;STIF:StopPoint:Q:12253:
Les Rabiers;STIF:StopPoint:Q:37099:
Les Rayes;STIF:StopPoint:Q:8777:
Les Reaux;STIF:StopPoint:Q:462698:
Les Remises;STIF:StopPoint:Q:3958:
Les Renondaines;STIF:StopPoint:Q:480425:
Les Renouilleres;STIF:StopPoint:Q:25712:
Les Renouillers;STIF:StopPoint:Q:491157:
Les Repentailles;STIF:StopPoint:Q:9796:
Les Rets;STIF:StopPoint:Q:419096:
Les Richardets - Centre;STIF:StopPoint:Q:478441:
Les Rigollots;STIF:StopPoint:Q:37085:
Les Rigondes;STIF:StopPoint:Q:21197:
Les Rios;STIF:StopPoint:Q:23082:
Les Rochers;STIF:StopPoint:Q:21583:
Les Roches;STIF:StopPoint:Q:11894:
Les Roches Blanches;STIF:StopPoint:Q:416950:
Les Roises;STIF:StopPoint:Q:10903:
Les Roses;STIF:StopPoint:Q:37304:
Les Rosiers;STIF:StopPoint:Q:39365:
Les Rouas;STIF:StopPoint:Q:3252:
Les Rougemonts;STIF:StopPoint:Q:14373:
Les Rougeriots;STIF:StopPoint:Q:419933:
Les Roussieres;STIF:StopPoint:Q:20955:
Les Ruelles;STIF:StopPoint:Q:30474:
Les Ruffins;STIF:StopPoint:Q:18793:
Les Sables;STIF:StopPoint:Q:6089:
Les Sablons;STIF:StopPoint:Q:6355:
Les Saisons de Meaux;STIF:StopPoint:Q:420971:
Les Sangliers;STIF:StopPoint:Q:21016:
Les Sapins;STIF:StopPoint:Q:419083:
Les Sarments;STIF:StopPoint:Q:5315:
Les Saules;STIF:StopPoint:Q:5632:
Les Sculpteurs;STIF:StopPoint:Q:12255:
Les Sept Mares;STIF:StopPoint:Q:4401:
Les Serres;STIF:StopPoint:Q:33850:
Les Solets;STIF:StopPoint:Q:29358:
Les Solstices;STIF:StopPoint:Q:3747:
Les Sonnettes;STIF:StopPoint:Q:421129:
Les Sorbiers;STIF:StopPoint:Q:4799:
Les Souches;STIF:StopPoint:Q:34979:
Les Sources;STIF:StopPoint:Q:38383:
Les Stades;STIF:StopPoint:Q:36411:
Les Templiers;STIF:StopPoint:Q:20562:
Les Terrasses;STIF:StopPoint:Q:36893:
Les Terrasses de l'Yonne;STIF:StopPoint:Q:482778:
Les Tilleuls;STIF:StopPoint:Q:16862:
Les Toits de Houdan;STIF:StopPoint:Q:478902:
Les Totems;STIF:StopPoint:Q:426677:
Les Touleuses;STIF:StopPoint:Q:10136:
Les Toupets;STIF:StopPoint:Q:8790:
Les Tourelles;STIF:StopPoint:Q:3279:
Les Tourelles / Parc du Chateau;STIF:StopPoint:Q:10476:
Les Tournelles;STIF:StopPoint:Q:15008:
Les Tours;STIF:StopPoint:Q:477332:
Les Tremblays;STIF:StopPoint:Q:8658:
Les Trembles;STIF:StopPoint:Q:8649:
Les Trois Chenes;STIF:StopPoint:Q:34917:
Les Trois Maisons;STIF:StopPoint:Q:6627:
Les Trois Musiciens;STIF:StopPoint:Q:39693:
Les Trois Parts;STIF:StopPoint:Q:3994:
Les Trois Peuples;STIF:StopPoint:Q:20762:
Les Trous Blancs;STIF:StopPoint:Q:33946:
Les Tuileries;STIF:StopPoint:Q:425519:
Les Tulipes;STIF:StopPoint:Q:32389:
Les Uzelles;STIF:StopPoint:Q:31061:
Les Valanchards;STIF:StopPoint:Q:8757:
Les Vallees;STIF:StopPoint:Q:462055:
Les Vanneaux;STIF:StopPoint:Q:10412:
Les Vendanges;STIF:StopPoint:Q:477052:
Les Vendangeuses;STIF:StopPoint:Q:11165:
Les Venets;STIF:StopPoint:Q:36783:
Les Vergers;STIF:StopPoint:Q:31239:
Les Vignes;STIF:StopPoint:Q:31276:
Les Vignes - Boulainvilliers;STIF:StopPoint:Q:25405:
Les Vignes Benettes;STIF:StopPoint:Q:463984:
Les Vignes de Bailly;STIF:StopPoint:Q:8229:
Les Vignettes;STIF:StopPoint:Q:18084:
Les Vignolles;STIF:StopPoint:Q:10766:
Les Villageoises;STIF:StopPoint:Q:4410:
Les Violettes;STIF:StopPoint:Q:421117:
Les Voutes;STIF:StopPoint:Q:10768:
Les Yvris - Noisy-le-Grand RER;STIF:StopPoint:Q:23158:
Les Yvris Noisy-le-Grand;STIF:StopPoint:Q:472829:
Les Yvris Noisy-le-Grand RER;STIF:StopPoint:Q:478447:
Lesage;STIF:StopPoint:Q:34918:
L'Escale;STIF:StopPoint:Q:18551:
L'Escalier;STIF:StopPoint:Q:8146:
L'Escapade;STIF:StopPoint:Q:5164:
L'Esperance;STIF:StopPoint:Q:23824:
L'Esplanade des religions;STIF:StopPoint:Q:478498:
Lessart;STIF:StopPoint:Q:423780:
l'Est;STIF:StopPoint:Q:463953:
Lesthumiere;STIF:StopPoint:Q:33935:
L'Etang;STIF:StopPoint:Q:6757:
L'etang;STIF:StopPoint:Q:424201:
L'Etang - Les Sablons;STIF:StopPoint:Q:480930:
l'etang la Ville;STIF:StopPoint:Q:41186:
l'Etang Les Sablons;STIF:StopPoint:Q:488303:
L'Etang Sec;STIF:StopPoint:Q:34040:
l'Etang-la-Ville;STIF:StopPoint:Q:488305:
Lethumiere;STIF:StopPoint:Q:17303:
L'etoile;STIF:StopPoint:Q:27826:
L'etoile / Remise a Jorelle;STIF:StopPoint:Q:470632:
Leuville;STIF:StopPoint:Q:3174:
Levant Madeleine Bres;STIF:StopPoint:Q:420215:
Levant Marguerite Perey;STIF:StopPoint:Q:420212:
Levasseur;STIF:StopPoint:Q:16755:
Levassor;STIF:StopPoint:Q:32747:
Levi Strauss;STIF:StopPoint:Q:477016:
LFB;STIF:StopPoint:Q:11297:
L'Herminier;STIF:StopPoint:Q:18921:
L'Hermitiere;STIF:StopPoint:Q:10972:
Liaison Inovel Sud;STIF:StopPoint:Q:29148:
Liancourt Saint-Pierre;STIF:StopPoint:Q:411341:
Liancourt-Saint-Pierre;STIF:StopPoint:Q:471648:
Libeccio;STIF:StopPoint:Q:426959:
Libellules 1;STIF:StopPoint:Q:10395:
Libellules 2;STIF:StopPoint:Q:10393:
Liberation;STIF:StopPoint:Q:16084:
Liberation - Conde;STIF:StopPoint:Q:28828:
Liberation - Rabelais;STIF:StopPoint:Q:22479:
Libernon;STIF:StopPoint:Q:479658:
Liberte;STIF:StopPoint:Q:38922:
Liberte - Chanzy;STIF:StopPoint:Q:414771:
Liberte - Metro;STIF:StopPoint:Q:26741:
Liberte - Plaideurs;STIF:StopPoint:Q:24621:
Lichiot;STIF:StopPoint:Q:16005:
Lido;STIF:StopPoint:Q:421102:
Liege;STIF:StopPoint:Q:491007:
Lienard;STIF:StopPoint:Q:23684:
Lierville;STIF:StopPoint:Q:417104:
Liesse - Quai A;STIF:StopPoint:Q:427860:
Liesse - Quai B;STIF:StopPoint:Q:18766:
Liesse - Quai C;STIF:StopPoint:Q:8640:
Liesse - Quai D;STIF:StopPoint:Q:8749:
Liesse - Quai E;STIF:StopPoint:Q:18760:
Liesse - Quai F;STIF:StopPoint:Q:5540:
Lieu de Vie;STIF:StopPoint:Q:40826:
Lieusaint Moissy;STIF:StopPoint:Q:33047:
Lieutenant Colonel Bizeul;STIF:StopPoint:Q:3553:
Lieutenant Dagorno;STIF:StopPoint:Q:14897:
Lieutenant Lebrun;STIF:StopPoint:Q:37429:
Lieutenant Lecomte;STIF:StopPoint:Q:424017:
Lieutenant Martin;STIF:StopPoint:Q:32611:
Lieutenant Thomas;STIF:StopPoint:Q:24934:
Lieutenant-Colonel De Montbrison;STIF:StopPoint:Q:26448:
Lievre;STIF:StopPoint:Q:15261:
Lievre d'Or;STIF:StopPoint:Q:415204:
Ligne Blanche;STIF:StopPoint:Q:411591:
Lilas;STIF:StopPoint:Q:16758:
L'Ile-Saint-Denis;STIF:StopPoint:Q:23308:
Lille;STIF:StopPoint:Q:19220:
Lille - Universite;STIF:StopPoint:Q:28415:
Limay;STIF:StopPoint:Q:41154:
Limite des Departements;STIF:StopPoint:Q:38617:
Limites des Departements;STIF:StopPoint:Q:2309:
Linandes Vertes;STIF:StopPoint:Q:8899:
Linas;STIF:StopPoint:Q:3164:
Lindau;STIF:StopPoint:Q:16760:
Lindbergh;STIF:StopPoint:Q:29356:
Linois - Emeriau;STIF:StopPoint:Q:463571:
Lions;STIF:StopPoint:Q:422363:
Lisbonne - Mairie du 8e;STIF:StopPoint:Q:25778:
Liserettes;STIF:StopPoint:Q:32798:
Liserons;STIF:StopPoint:Q:23959:
Lisiere des deux Parcs;STIF:StopPoint:Q:486929:
Lisiere Pereire;STIF:StopPoint:Q:481069:
l'Isle Adam Parmain;STIF:StopPoint:Q:41110:
L'Isle-Adam - Parmain;STIF:StopPoint:Q:472248:
L'Isles;STIF:StopPoint:Q:11428:
Litolff;STIF:StopPoint:Q:24758:
Livry;STIF:StopPoint:Q:30944:
Livry sur Seine;STIF:StopPoint:Q:41377:
Livry-sur-Seine;STIF:StopPoint:Q:471848:
Lizy sur Ourcq;STIF:StopPoint:Q:41065:
Lizy-sur-Ourcq;STIF:StopPoint:Q:471565:
Lobligeois;STIF:StopPoint:Q:27112:
Locheres;STIF:StopPoint:Q:28870:
L'Odeon;STIF:StopPoint:Q:18973:
Loges;STIF:StopPoint:Q:14346:
Logirep;STIF:StopPoint:Q:18425:
Logis Vert;STIF:StopPoint:Q:415843:
Lognes;STIF:StopPoint:Q:473930:
Lognes RER;STIF:StopPoint:Q:26041:
L'Olivier;STIF:StopPoint:Q:8740:
Lombardie;STIF:StopPoint:Q:19968:
Lommoye;STIF:StopPoint:Q:19971:
L'Onde (Maison des Arts);STIF:StopPoint:Q:2329:
Londres;STIF:StopPoint:Q:38623:
Longaines;STIF:StopPoint:Q:17306:
Longchamp;STIF:StopPoint:Q:26790:
Longchamp - GoodPlanet;STIF:StopPoint:Q:26088:
Longchene Place;STIF:StopPoint:Q:31924:
Longjumeau;STIF:StopPoint:Q:11720:
Longs Reages;STIF:StopPoint:Q:33890:
Longs Sillons;STIF:StopPoint:Q:419198:
Longue Bertrane;STIF:StopPoint:Q:40179:
Longue Mare;STIF:StopPoint:Q:462261:
Longue Raie;STIF:StopPoint:Q:11900:
Longuemare;STIF:StopPoint:Q:12471:
Longueraies;STIF:StopPoint:Q:477477:
Longues Raies;STIF:StopPoint:Q:30405:
Longues Rayes;STIF:StopPoint:Q:18634:
Longuetoise;STIF:StopPoint:Q:2957:
Longueville;STIF:StopPoint:Q:9769:
L'Orangerie;STIF:StopPoint:Q:14355:
L'Oree du Bois;STIF:StopPoint:Q:23560:
Loricard;STIF:StopPoint:Q:30230:
L'Orme;STIF:StopPoint:Q:31468:
L'Orme au Charron;STIF:StopPoint:Q:36357:
L'Orme aux Bergers;STIF:StopPoint:Q:40661:
L'Orme aux Roses;STIF:StopPoint:Q:9355:
L'Orme Brise;STIF:StopPoint:Q:30388:
L'Orme Gras;STIF:StopPoint:Q:31782:
L'Orme Rond;STIF:StopPoint:Q:15576:
L'Orme Saint Edme;STIF:StopPoint:Q:5241:
Lorraine;STIF:StopPoint:Q:17929:
Lory;STIF:StopPoint:Q:3037:
Losserand - Gergovie;STIF:StopPoint:Q:464024:
Losserand - Maine;STIF:StopPoint:Q:27078:
Lot;STIF:StopPoint:Q:417771:
Lotisement de la Ferme;STIF:StopPoint:Q:6880:
Lotissement;STIF:StopPoint:Q:6053:
Lotissement de Conde;STIF:StopPoint:Q:10777:
Lotissements;STIF:StopPoint:Q:4935:
Lotissements de Conde;STIF:StopPoint:Q:10778:
L'Ouche aux Oiseaux;STIF:StopPoint:Q:15957:
Louis;STIF:StopPoint:Q:39303:
Louis Aragon;STIF:StopPoint:Q:3450:
Louis Armand;STIF:StopPoint:Q:17246:
Louis Auroux;STIF:StopPoint:Q:36504:
Louis Babin;STIF:StopPoint:Q:3366:
Louis Bellan;STIF:StopPoint:Q:35659:
Louis Bertrand;STIF:StopPoint:Q:15196:
Louis Blanc;STIF:StopPoint:Q:28388:
Louis Bleriot;STIF:StopPoint:Q:29908:
Louis Bleriot - Cimetiere Intercommunal;STIF:StopPoint:Q:23187:
Louis Boilly;STIF:StopPoint:Q:25100:
Louis Bordes;STIF:StopPoint:Q:28298:
Louis Bourdet;STIF:StopPoint:Q:3858:
Louis Braille;STIF:StopPoint:Q:27108:
Louis Camatte;STIF:StopPoint:Q:2459:
Louis Coutant;STIF:StopPoint:Q:19603:
Louis de Vion;STIF:StopPoint:Q:462421:
Louis Delage;STIF:StopPoint:Q:8748:
Louis Drevet;STIF:StopPoint:Q:477459:
Louis Duperrey;STIF:StopPoint:Q:25200:
Louis Fournier;STIF:StopPoint:Q:11142:
Louis Frebault;STIF:StopPoint:Q:23383:
Louis Girard;STIF:StopPoint:Q:24363:
Louis Guibert;STIF:StopPoint:Q:15757:
Louis Jarrige;STIF:StopPoint:Q:10291:
Louis Jouvet;STIF:StopPoint:Q:10005:
Louis Lebrun;STIF:StopPoint:Q:37465:
Louis Loucheur;STIF:StopPoint:Q:28574:
Louis Menard;STIF:StopPoint:Q:7955:
Louis Moreau;STIF:StopPoint:Q:11998:
Louis Nadot;STIF:StopPoint:Q:29321:
Louis Pasteur;STIF:StopPoint:Q:15302:
Louis Pelin;STIF:StopPoint:Q:34708:
Louis Pergaud;STIF:StopPoint:Q:416451:
Louis Perrein;STIF:StopPoint:Q:490586:
Louis Rameau;STIF:StopPoint:Q:23951:
Louis Robert;STIF:StopPoint:Q:477321:
Louis Rouquier;STIF:StopPoint:Q:488268:
Louis Siou;STIF:StopPoint:Q:35650:
Louis Thebault;STIF:StopPoint:Q:29193:
Louis Tostain;STIF:StopPoint:Q:3872:
Louise;STIF:StopPoint:Q:20480:
Louise Chenu;STIF:StopPoint:Q:21477:
Louise De France;STIF:StopPoint:Q:9983:
Louise Dory;STIF:StopPoint:Q:25966:
Louise Michel;STIF:StopPoint:Q:21190:
Louise Thuliez;STIF:StopPoint:Q:24819:
Louison Bobet;STIF:StopPoint:Q:23681:
Loup Pendu;STIF:StopPoint:Q:12261:
Loup Ravissant;STIF:StopPoint:Q:35552:
L'Ourcq-La Marne;STIF:StopPoint:Q:8636:
Lourmel;STIF:StopPoint:Q:463211:
Lourmel - Felix Faure;STIF:StopPoint:Q:28678:
Louteville Pavillons;STIF:StopPoint:Q:9475:
Louveciennes;STIF:StopPoint:Q:32251:
Louveterie;STIF:StopPoint:Q:31574:
Louviere;STIF:StopPoint:Q:31238:
Louvois;STIF:StopPoint:Q:2334:
Louvrais;STIF:StopPoint:Q:8693:
Louvre - Etienne Marcel;STIF:StopPoint:Q:24873:
Louvre - Rivoli;STIF:StopPoint:Q:22081:
Louvres;STIF:StopPoint:Q:419756:
Louvres RER D;STIF:StopPoint:Q:461685:
Lozere;STIF:StopPoint:Q:11478:
Lozere;STIF:StopPoint:Q:474063:
Lozier;STIF:StopPoint:Q:8953:
LP Nadar;STIF:StopPoint:Q:422882:
Luaps;STIF:StopPoint:Q:413423:
Luats-Amitie;STIF:StopPoint:Q:39689:
Lübeck;STIF:StopPoint:Q:9108:
Lucie Raviol;STIF:StopPoint:Q:14440:
Lucien Berneux;STIF:StopPoint:Q:25552:
Lucien Boutet;STIF:StopPoint:Q:30990:
Lucien Cezard;STIF:StopPoint:Q:4973:
Lucien Clause;STIF:StopPoint:Q:9891:
Lucien Grelinger;STIF:StopPoint:Q:25222:
Lucien Guitry;STIF:StopPoint:Q:474315:
Lucien Midol;STIF:StopPoint:Q:3461:
Lucien Royer;STIF:StopPoint:Q:426847:
Lucien Sampaix;STIF:StopPoint:Q:11848:
Lucien Selva;STIF:StopPoint:Q:23194:
Ludotheque;STIF:StopPoint:Q:427897:
Lugny;STIF:StopPoint:Q:33090:
Lulli;STIF:StopPoint:Q:18931:
Lully;STIF:StopPoint:Q:485898:
Lumiere;STIF:StopPoint:Q:16848:
Lumigny Eglise;STIF:StopPoint:Q:6405:
Lumigny Stade;STIF:StopPoint:Q:6864:
Lunain;STIF:StopPoint:Q:37206:
Lunezy;STIF:StopPoint:Q:3297:
Lunezy;STIF:StopPoint:Q:10346:
Lupins;STIF:StopPoint:Q:463413:
Lurçat - Luisette;STIF:StopPoint:Q:23263:
Lutece;STIF:StopPoint:Q:17167:
Lutetia Nova;STIF:StopPoint:Q:487739:
Luther King;STIF:StopPoint:Q:19052:
Lutins;STIF:StopPoint:Q:13364:
Luttin 1;STIF:StopPoint:Q:11066:
Luxembourg;STIF:StopPoint:Q:473907:
Luzarches;STIF:StopPoint:Q:427406:
Lycee;STIF:StopPoint:Q:2743:
Lycee - Clinique Sainte Marie;STIF:StopPoint:Q:9940:
Lycee - College;STIF:StopPoint:Q:5184:
Lycee - College Voie des Sports;STIF:StopPoint:Q:424282:
Lycee - Gare RD11;STIF:StopPoint:Q:5973:
Lycee / De Lattre de Tassigny;STIF:StopPoint:Q:21657:
Lycee A. Denis;STIF:StopPoint:Q:485652:
Lycee Adrienne Bolland;STIF:StopPoint:Q:13973:
Lycee Agricole Parking;STIF:StopPoint:Q:14945:
Lycee Agricole RD 319;STIF:StopPoint:Q:14946:
Lycee Alain;STIF:StopPoint:Q:32269:
Lycee Alexandre Denis;STIF:StopPoint:Q:485583:
Lycee Alexandre Dumas;STIF:StopPoint:Q:21196:
Lycee Alfred Costes;STIF:StopPoint:Q:28270:
Lycee Alfred Nobel;STIF:StopPoint:Q:19255:
Lycee Amyot d'Inville;STIF:StopPoint:Q:414396:
Lycee Andre Malraux;STIF:StopPoint:Q:7164:
Lycee Andre Sabatier;STIF:StopPoint:Q:26912:
Lycee Arthur Rimbaud;STIF:StopPoint:Q:486500:
Lycee Baudelaire;STIF:StopPoint:Q:37345:
Lycee Benjamin Franklin;STIF:StopPoint:Q:30901:
Lycee Blaise Pascal;STIF:StopPoint:Q:21860:
Lycee Blaise Pascal Parking;STIF:StopPoint:Q:14947:
Lycee Blaise Pascal RD 319;STIF:StopPoint:Q:14855:
Lycee Brassens;STIF:StopPoint:Q:10277:
Lycee Camille Claudel;STIF:StopPoint:Q:16481:
Lycee Camille Claudel;STIF:StopPoint:Q:11617:
Lycee Champlain;STIF:StopPoint:Q:9283:
Lycee Charles Beaudelaire;STIF:StopPoint:Q:40480:
Lycee Charles De Gaulle;STIF:StopPoint:Q:38280:
Lycee Charles le Chauve;STIF:StopPoint:Q:21544:
Lycee Charlotte Delbo;STIF:StopPoint:Q:40328:
Lycee Christophe Colomb;STIF:StopPoint:Q:21400:
Lycee Claude Bernard;STIF:StopPoint:Q:23514:
Lycee Claude Monet;STIF:StopPoint:Q:23625:
Lycee Claude Nicolas Ledoux;STIF:StopPoint:Q:18816:
Lycee Claudel;STIF:StopPoint:Q:21543:
Lycee Clement Ader;STIF:StopPoint:Q:16243:
Lycee Condorcet;STIF:StopPoint:Q:18571:
Lycee Condorcet - Quai 1;STIF:StopPoint:Q:488019:
Lycee Condorcet - Quai 3;STIF:StopPoint:Q:488020:
Lycee Condorcet - Quai 5;STIF:StopPoint:Q:488021:
Lycee Darius Milhaud - Benoit Malon;STIF:StopPoint:Q:24390:
Lycee Darius Milhaud - Charles Gide;STIF:StopPoint:Q:37921:
Lycee de la Tourelle;STIF:StopPoint:Q:413358:
Lycee de Montgeron;STIF:StopPoint:Q:462630:
Lycee de Morangis;STIF:StopPoint:Q:28619:
Lycee de Rueil;STIF:StopPoint:Q:8531:
Lycee de Vilgenis;STIF:StopPoint:Q:416594:
Lycee de Villebon;STIF:StopPoint:Q:427208:
Lycee d'Enghien;STIF:StopPoint:Q:30055:
Lycee des Loges;STIF:StopPoint:Q:489080:
Lycee des Sept Mares;STIF:StopPoint:Q:20555:
Lycee Descartes;STIF:StopPoint:Q:12263:
Lycee Diderot;STIF:StopPoint:Q:24850:
Lycee Doisneau;STIF:StopPoint:Q:20138:
Lycee du Lac;STIF:StopPoint:Q:17033:
Lycee Dumezil;STIF:StopPoint:Q:14832:
Lycee E.J. Marey;STIF:StopPoint:Q:24905:
Lycee Edmond Rostand;STIF:StopPoint:Q:8747:
Lycee Einstein;STIF:StopPoint:Q:11902:
Lycee Emilie de Breteuil;STIF:StopPoint:Q:420741:
Lycee emilie de Breteuil;STIF:StopPoint:Q:2726:
Lycee Emilie du Chatelet;STIF:StopPoint:Q:21146:
Lycee Emily Bronte;STIF:StopPoint:Q:479105:
Lycee Essouriau;STIF:StopPoint:Q:4822:
Lycee Eugene Delacroix;STIF:StopPoint:Q:28780:
Lycee Evariste Galois;STIF:StopPoint:Q:32123:
Lycee Flora Tristan;STIF:StopPoint:Q:15846:
Lycee Fontaineroux;STIF:StopPoint:Q:9722:
Lycee Franco-Allemand - ML King;STIF:StopPoint:Q:40368:
Lycee François Villon - Quai 1;STIF:StopPoint:Q:32724:
Lycee François Villon - Quai 2;STIF:StopPoint:Q:490504:
Lycee François Villon - Quai 3;STIF:StopPoint:Q:490702:
Lycee François Villon - Quai 4;STIF:StopPoint:Q:490503:
Lycee Fustel de Coulanges;STIF:StopPoint:Q:11514:
Lycee Galilee;STIF:StopPoint:Q:33033:
Lycee George Sand;STIF:StopPoint:Q:41753:
Lycee Georges Brassens;STIF:StopPoint:Q:3862:
Lycee Georges Clemenceau;STIF:StopPoint:Q:37621:
Lycee Guillaume Bude;STIF:StopPoint:Q:13192:
Lycee Gustave Eiffel;STIF:StopPoint:Q:7167:
Lycee Gutenberg;STIF:StopPoint:Q:28190:
Lycee H. Becquerel;STIF:StopPoint:Q:6536:
Lycee Henri IV;STIF:StopPoint:Q:23324:
Lycee Henri Sellier;STIF:StopPoint:Q:470693:
Lycee Hoche;STIF:StopPoint:Q:4246:
Lycee International;STIF:StopPoint:Q:13559:
Lycee J.J. Rousseau;STIF:StopPoint:Q:415306:
Lycee Jacques Amyot;STIF:StopPoint:Q:31156:
Lycee Jacques Prevert;STIF:StopPoint:Q:14941:
Lycee Jacques Vaucanson;STIF:StopPoint:Q:18466:
Lycee Janson de Sailly;STIF:StopPoint:Q:18247:
Lycee Jean Jaures;STIF:StopPoint:Q:27051:
Lycee Jean Monnet;STIF:StopPoint:Q:5844:
Lycee Jean Moulin;STIF:StopPoint:Q:26074:
Lycee Jean Perrin;STIF:StopPoint:Q:5849:
Lycee Jean Vilar;STIF:StopPoint:Q:21717:
Lycee Jean Zay;STIF:StopPoint:Q:19099:
Lycee Jean Zay / Lycee d'Aulnay;STIF:StopPoint:Q:18932:
Lycee Jean-Jacques Rousseau;STIF:StopPoint:Q:2248:
Lycee Jules Ferry;STIF:StopPoint:Q:4278:
Lycee Jules Verne;STIF:StopPoint:Q:4777:
Lycee Kastler;STIF:StopPoint:Q:8905:
Lycee la Bretonniere;STIF:StopPoint:Q:425995:
Lycee La Tour des Dames;STIF:StopPoint:Q:486259:
Lycee Lakanal;STIF:StopPoint:Q:413133:
Lycee Lavoisier;STIF:StopPoint:Q:21260:
Lycee Le Corbusier;STIF:StopPoint:Q:489686:
Lycee Leonard de Vinci;STIF:StopPoint:Q:38628:
Lycee Leonard de Vinci - Les Hauts Grillets;STIF:StopPoint:Q:13560:
Lycee Leonard de Vinci n°2;STIF:StopPoint:Q:427673:
Lycee Leopold Sedar Senghor;STIF:StopPoint:Q:17423:
Lycee Les Fleurs;STIF:StopPoint:Q:426973:
Lycee Les Pierres Vives;STIF:StopPoint:Q:474274:
Lycee Louis Armand;STIF:StopPoint:Q:17308:
Lycee Louis Jouvet;STIF:StopPoint:Q:5338:
Lycee Louise Weiss;STIF:StopPoint:Q:13584:
Lycee Mansart;STIF:StopPoint:Q:5847:
Lycee Marcel Pagnol;STIF:StopPoint:Q:8371:
Lycee Mare Carree;STIF:StopPoint:Q:33129:
Lycee Marianne;STIF:StopPoint:Q:2679:
Lycee Marie Laurencin;STIF:StopPoint:Q:9460:
Lycee Martin Luther King;STIF:StopPoint:Q:15242:
Lycee Marx Dormoy;STIF:StopPoint:Q:39515:
Lycee Mirabeau;STIF:StopPoint:Q:30222:
Lycee Monod;STIF:StopPoint:Q:29053:
Lycee Montesquieu - College Duhamel;STIF:StopPoint:Q:5594:
Lycee Montmirault;STIF:StopPoint:Q:478577:
Lycee Nelson Mandela;STIF:StopPoint:Q:2761:
Lycee Notre-Dame de Sion;STIF:StopPoint:Q:2508:
Lycee Parc des Loges;STIF:StopPoint:Q:3870:
Lycee Pasteur;STIF:StopPoint:Q:9555:
Lycee Paul eluard;STIF:StopPoint:Q:419524:
Lycee Paul Langevin;STIF:StopPoint:Q:25493:
Lycee Pauline Roland;STIF:StopPoint:Q:39896:
Lycee Perdonnet;STIF:StopPoint:Q:15456:
Lycee Petiet - Centre Commercial;STIF:StopPoint:Q:28763:
Lycee Pierre de Coubertin;STIF:StopPoint:Q:38284:
Lycee Pierre Mendes France;STIF:StopPoint:Q:33426:
Lycee Pissarro;STIF:StopPoint:Q:8626:
Lycee Polyvalent;STIF:StopPoint:Q:37018:
Lycee Professionnel;STIF:StopPoint:Q:14529:
Lycee Professionnel du Vexin;STIF:StopPoint:Q:29611:
Lycee Professionnel Simone Weil - eglise de Pantin;STIF:StopPoint:Q:29319:
Lycee Rabelais;STIF:StopPoint:Q:27272:
Lycee Rene Cassin;STIF:StopPoint:Q:38005:
Lycee Rene Descartes;STIF:StopPoint:Q:420855:
Lycee Robert Doisneau;STIF:StopPoint:Q:10261:
Lycee Romain Rolland;STIF:StopPoint:Q:38629:
Lycee Rostand;STIF:StopPoint:Q:40729:
Lycee Saint Hilaire;STIF:StopPoint:Q:11904:
